gene_id,101112C14,101112C4,101112C9,101112H14,101112H4,101112H9,101112L14,101112L4,101112L9,101112M14,101112M4,101112M9,123C14,123C4,123C9,123H14,123H4,123H9,123L14,123L4,123L9,123M4,123M9,131415C14,131415C4,131415C9,131415H14,131415H4,131415H9,131415L14,131415L9,131415M14,131415M4,131415M9,13M14,456C4,456H4,456H9,456L14,456L4,456L9,456M14,456M4,456M9,45C14,45C9,45H14,67C9,6C14,789H14,789H4,789H9,789L14,789L4,789L9,789M14,789M4,7C14,89C14,89C9,89M9
Montipora_capitata_HIv3___RNAseq.g39262.t1,162,27,80,98,21,115,191,4,91,152,69,87,119,38,61,121,11,46,84,0,72,52,27,161,28,78,139,10,103,170,90,161,48,156,48,20,20,99,131,0,57,55,26,80,49,136,66,76,65,147,12,87,146,14,76,133,59,136,115,89,59
Montipora_capitata_HIv3___RNAseq.g18178.t1,145,14,173,84,0,186,126,0,151,102,45,201,66,0,102,141,6,45,58,0,100,14,48,173,80,196,155,47,206,180,270,220,36,250,22,6,6,125,153,0,130,100,17,116,33,209,84,81,68,141,50,270,120,0,175,152,18,51,215,244,114
Montipora_capitata_HIv3___RNAseq.g35580.t1,17881,79,604,11797,24,394,22190,17,605,13461,3572,795,17181,79,795,20138,10,400,19378,10,823,34,583,9815,40,530,13769,42,414,18339,479,13886,111,368,11231,16,9,503,12814,41,705,9157,77,664,6362,647,1027,320,9007,22190,39,667,17586,56,570,16802,49,3993,19828,849,478
Montipora_capitata_HIv3___RNAseq.g5198.t1,498,28,237,376,0,169,368,5,312,370,128,289,283,93,340,417,0,125,401,18,236,61,184,266,41,180,330,0,91,375,124,346,68,105,283,6,0,161,196,0,173,273,21,238,182,175,70,134,287,438,23,205,429,0,238,460,10,362,503,219,107
Montipora_capitata_HIv3___RNAseq.g6962.t1,440,563,465,481,434,479,612,772,641,518,426,563,297,1045,714,522,618,645,510,721,475,723,452,517,477,597,437,524,543,467,447,585,398,465,329,433,597,503,440,729,795,375,344,470,253,509,528,521,418,422,726,502,605,371,623,528,578,583,629,615,457
Montipora_capitata_HIv3___RNAseq.g8767.t1,3437,17,64,2574,0,32,4951,5,63,2985,742,161,3199,6,228,3227,7,44,3401,12,231,47,163,1974,21,83,2546,0,47,3950,66,3290,25,86,2756,11,17,48,2299,11,143,2597,0,206,1857,151,187,35,2149,4195,29,25,3492,12,53,3706,19,1211,4060,114,44
Montipora_capitata_HIv3___RNAseq.g11410.t1,3301,4,185,2321,39,233,3350,19,299,2709,842,260,3836,30,257,2055,36,140,2350,21,213,42,164,1644,19,216,1831,12,150,2564,269,2613,53,314,3890,6,31,162,1901,10,193,2595,19,206,1068,183,379,176,1178,3671,46,261,3978,39,249,3587,27,1717,3515,372,214
Montipora_capitata_HIv3___RNAseq.g11828.t1,12970,56,269,10106,15,149,15951,23,278,11325,2728,595,10016,41,616,12511,4,326,14101,24,852,40,689,8155,68,528,9231,21,108,11535,468,10473,150,441,9336,13,18,258,13004,29,762,9223,9,1278,6087,836,1442,117,12199,16135,7,243,13968,18,422,14044,27,5209,16518,574,295
Montipora_capitata_HIv3___RNAseq.g516.t1,129,0,158,160,13,136,174,21,152,81,32,196,29,0,161,89,0,33,41,0,64,29,43,125,16,176,181,10,158,91,168,178,131,161,42,11,5,106,46,0,88,142,42,84,33,83,74,92,34,55,15,153,93,22,178,162,16,61,125,109,52
Montipora_capitata_HIv3___RNAseq.g24243.t1,799,148,670,598,131,877,697,300,701,880,241,834,345,158,643,648,81,274,817,132,554,141,343,806,204,816,990,122,688,978,971,1189,276,742,672,120,97,569,654,100,723,607,275,523,166,524,242,509,630,786,119,829,599,300,825,795,157,653,865,891,418
Montipora_capitata_HIv3___RNAseq.g44004.t1,446,5948,2131,681,3607,2315,302,4267,1662,425,4054,1831,203,10472,2924,296,6120,1302,373,3708,1392,15328,793,607,5939,2351,448,2997,2552,452,2788,682,5017,2338,130,3494,5041,1983,411,1113,1902,472,6831,990,73,1299,4199,1609,177,240,9718,1965,432,3865,1465,457,8058,405,547,1623,2855
Montipora_capitata_HIv3___RNAseq.g15143.t1,2382,1115,2587,2213,1115,2698,2417,1479,2598,2649,1449,2968,1148,2074,2552,1828,820,1636,2390,1051,1680,1565,1273,2560,1888,2541,2296,939,2747,2458,3074,2982,1514,2792,1085,908,1104,3134,1836,1413,2692,1617,1322,1914,499,2491,1452,1980,1903,1979,1404,3343,2297,1203,3475,2682,1238,2265,3500,3209,2149
Montipora_capitata_HIv3___RNAseq.g19248.t1,35,669,247,54,380,320,21,475,272,37,610,246,26,1307,443,18,522,297,43,607,244,1375,136,70,700,352,87,506,335,54,339,90,647,190,19,357,502,226,33,146,279,46,699,216,16,241,395,205,30,42,1015,317,15,276,195,36,837,97,62,291,444
Montipora_capitata_HIv3___RNAseq.g19868.t1,475,6,45,462,0,76,810,16,57,554,159,76,472,14,77,785,13,17,300,2,74,30,45,502,15,109,640,0,38,831,83,590,20,105,167,0,9,32,912,18,66,354,16,96,175,56,27,36,376,894,0,44,804,16,96,679,31,184,924,63,32
Montipora_capitata_HIv3___RNAseq.g19903.t1,7675,80,589,10896,17,514,12495,23,539,10461,2279,1958,5138,52,1525,9668,19,331,6406,16,2033,28,2541,10583,65,1640,8035,0,335,8799,1758,11208,263,1542,3932,42,77,565,8258,79,1464,6901,105,2645,2281,1954,240,158,8869,9943,36,402,11162,54,777,11050,17,9482,16358,833,560
Montipora_capitata_HIv3___TS.g33656.t1,4290,8,112,3259,11,197,3742,4,115,3091,782,359,6041,23,235,4655,0,122,2861,13,438,12,226,2297,23,508,2911,0,210,4661,437,3782,40,528,4289,11,18,271,4063,0,308,4233,9,764,2249,494,544,42,1932,4169,32,183,4161,7,227,4343,19,1825,4736,477,281
Montipora_capitata_HIv3___TS.g35729.t1a,1485,49,57,1448,11,51,1943,10,104,1839,622,247,1730,75,237,2955,30,60,653,38,657,75,335,1073,20,135,1232,0,65,2119,211,1368,84,254,1247,28,38,215,2338,12,187,2079,64,337,518,93,14,99,2405,3301,70,78,2816,5,221,3060,82,1423,3504,186,132
Montipora_capitata_HIv3___RNAseq.g23104.t1,6097,12,90,4969,15,150,7250,0,53,5416,1553,245,5841,13,180,5809,0,69,3715,21,308,16,195,4027,12,269,5377,7,63,6956,232,5880,42,230,2181,0,13,210,5256,0,361,3238,0,561,3077,371,240,23,2742,9317,22,47,7672,3,119,7760,9,1614,9774,238,98
Montipora_capitata_HIv3___TS.g37159.t1,307,0,348,293,23,419,254,19,457,371,81,380,201,19,425,395,16,173,338,9,336,47,206,352,21,307,357,5,211,365,343,426,104,189,180,18,29,302,243,7,279,330,57,339,100,243,114,186,303,199,51,392,234,0,277,331,22,311,315,360,188
Montipora_capitata_HIv3___RNAseq.27502_t,3672,23,208,2890,29,201,4477,15,253,2855,841,324,5046,47,330,6075,3,108,3013,6,457,56,359,2607,24,296,4167,13,118,5002,296,3510,34,191,2730,11,0,129,3535,0,243,2996,29,479,2230,365,271,79,2859,4574,38,173,3670,18,151,4066,18,1056,3831,221,192
Montipora_capitata_HIv3___RNAseq.g28322.t1,923,9200,3403,1445,6156,3910,860,6914,2494,876,7245,2730,658,21915,6213,841,11225,4841,1014,7378,2987,24773,2246,890,9540,3813,899,6880,4555,765,4686,968,8446,4064,820,6651,9873,3774,1030,5207,4263,731,12074,2598,517,4158,8781,2654,662,808,15511,2862,941,5804,2175,1016,13736,958,1349,3935,5463
Montipora_capitata_HIv3___RNAseq.g29575.t1,1085,31,310,1267,24,199,1604,22,307,1470,401,454,1171,70,370,2166,19,104,1036,22,561,59,447,1468,45,450,1272,13,162,1415,319,1828,76,332,896,22,19,316,1377,0,259,1241,44,419,520,320,118,124,1058,1485,34,253,1781,0,316,1670,28,890,2173,258,253
Montipora_capitata_HIv3___RNAseq.g30158.t1,10420,65,556,8325,82,458,13061,85,487,7656,2736,689,17451,122,556,24264,31,227,10878,0,526,165,474,6810,100,426,12267,32,329,15796,633,11455,117,306,9224,13,38,353,10747,10,506,9448,151,372,5977,406,721,369,4774,16624,95,482,12635,42,391,12130,196,1865,12241,830,293
Montipora_capitata_HIv3___RNAseq.g31500.t1,145,13,121,100,11,233,155,13,180,152,39,171,87,14,130,121,7,162,132,0,106,12,60,90,27,136,169,10,93,114,133,154,55,111,164,30,29,159,105,0,133,138,40,133,23,90,82,119,49,89,29,164,132,0,241,174,50,196,104,220,107
Montipora_capitata_HIv3___RNAseq.g49798.t1,8448,15,142,5296,39,184,8513,13,270,5222,1757,316,8027,35,261,6613,3,270,5326,0,644,26,267,4249,31,330,6213,0,142,7262,319,5306,81,307,6433,12,19,174,6120,21,465,4023,37,655,4559,550,2426,127,4497,12699,35,253,9336,14,323,10027,39,2868,10635,424,219
Montipora_capitata_HIv3___RNAseq.g39019.t1,28699,96,182,20626,16,274,29183,17,269,22414,7187,625,24742,30,516,30263,18,291,31880,53,1546,72,939,15030,13,714,18829,19,184,23901,695,21072,100,811,27864,34,50,373,26675,33,1113,18311,30,1725,13319,1054,3599,61,13113,35838,38,263,33867,18,424,34031,47,6890,34730,1079,571
Montipora_capitata_HIv3___RNAseq.g39730.t1,1994,68,1470,1813,72,1425,2635,56,1908,2121,404,2251,1749,104,2089,2382,38,519,1437,25,1322,137,1072,2021,143,1711,2010,63,952,2745,1721,2743,419,1226,848,28,22,1165,2240,20,885,1814,83,1036,649,1272,265,1018,1421,2561,46,1818,2431,43,1649,2458,112,1459,3102,1320,920
Montipora_capitata_HIv3___RNAseq.g15857.t1,5734,19,325,6181,15,315,7594,30,379,6515,1383,729,2353,22,582,3012,16,150,3624,0,830,48,658,4277,31,457,4740,0,127,5668,541,6507,152,488,1303,26,19,313,5258,14,464,3842,30,688,1218,552,58,141,5070,7244,33,254,6331,46,281,6589,39,3533,10570,438,284
Montipora_capitata_HIv3___RNAseq.g17086.t1,4184,23,109,4735,29,94,5009,33,134,5381,960,207,3038,104,177,6615,32,103,7079,36,302,57,113,3177,27,93,2295,16,65,3102,76,3774,89,90,4627,0,18,86,5624,0,174,3977,40,195,1309,89,273,52,5983,4131,17,48,4578,37,118,4783,58,2221,6801,286,89
Montipora_capitata_HIv3___RNAseq.g35661.t1,7362,64,463,7412,33,560,9265,34,574,8964,1663,873,5193,33,682,5727,12,349,6690,0,1028,33,855,5909,28,440,5525,14,226,6314,361,7445,143,548,4097,38,26,355,7361,15,804,5916,19,1024,2452,796,608,373,7725,8496,33,413,8202,31,492,8225,52,3726,11285,543,410
Montipora_capitata_HIv3___RNAseq.g36979.t1,286,2077,1190,235,1613,1258,174,1568,1036,179,1563,1162,100,6413,2225,154,3253,1924,229,2039,1083,7924,827,333,2933,1457,368,1833,1702,281,1573,401,2576,1486,109,1606,2769,1104,188,1151,1149,173,2564,715,21,950,2605,981,121,106,3443,1218,234,1502,965,215,3307,385,261,949,1626
Montipora_capitata_HIv3___RNAseq.g7741.t1,11819,40,274,8240,17,171,14681,17,298,9768,2486,546,9822,50,649,11926,4,326,12637,23,847,40,714,7645,36,477,8600,20,122,10898,456,9924,119,396,8987,12,16,225,9846,29,545,7008,5,946,4872,686,1063,140,9001,13562,4,202,13245,18,371,12439,27,4959,14088,495,277
Montipora_capitata_HIv3___RNAseq.g15509.t1,260,1718,1045,249,1316,1185,156,1327,936,171,1290,918,68,4735,1796,107,2424,1496,177,1534,772,5928,647,249,2026,1143,227,1231,1240,183,1145,330,1837,1191,42,1191,1959,912,122,733,850,132,2040,623,21,711,1833,860,111,138,3146,981,192,1272,891,243,2628,400,241,711,1310
Montipora_capitata_HIv3___RNAseq.g9870.t1,272,32,247,208,26,313,199,40,286,368,71,321,382,15,181,351,11,114,243,33,220,50,140,254,16,242,337,32,200,276,233,279,75,178,123,0,25,193,277,39,323,277,25,310,213,306,90,245,271,285,39,343,327,15,250,367,46,167,323,217,208
Montipora_capitata_HIv3___RNAseq.g12860.t1,1231,80,828,1107,182,939,1002,323,1060,1232,401,1001,539,155,670,829,143,589,758,98,645,173,341,1180,199,899,970,147,729,1024,825,1254,244,699,608,70,136,967,1131,160,889,1148,253,759,295,817,497,872,1036,1081,239,992,1141,133,985,1420,159,884,1868,946,715
Montipora_capitata_HIv3___RNAseq.g5394.t1,1375,286,1211,1111,224,1093,1143,281,1285,1438,374,1273,863,343,1141,1035,185,525,1351,259,752,289,580,1020,266,911,1054,198,799,888,932,1358,321,851,867,150,263,1188,1077,233,1148,1113,410,1049,356,1099,668,843,866,1057,350,1302,1043,319,1287,1097,355,1255,1675,1223,994
Montipora_capitata_HIv3___RNAseq.g9530.t2,299,34,482,187,37,612,186,58,548,268,108,454,176,78,537,216,6,373,253,64,417,42,292,335,67,436,280,36,353,252,533,271,116,370,218,29,35,432,209,91,457,252,67,370,47,386,163,485,133,164,65,637,245,82,572,322,36,349,249,538,345
Montipora_capitata_HIv3___TS.g38156.t1c,271,0,326,306,11,227,376,45,244,390,59,391,253,7,311,343,0,102,228,14,297,25,167,368,10,378,423,10,137,307,274,398,67,307,153,33,10,178,269,64,207,286,15,296,212,251,119,123,162,225,19,313,339,47,272,426,0,275,322,184,126
Montipora_capitata_HIv3___RNAseq.g40947.t1,152,59,192,114,51,210,220,13,176,162,53,295,88,58,261,163,53,110,200,0,177,92,217,215,86,175,213,34,161,248,187,330,104,140,147,21,50,130,193,0,157,196,46,155,37,168,76,188,189,189,68,281,233,39,242,249,39,143,335,175,140
Montipora_capitata_HIv3___TS.g50653.t2,122,0,182,194,17,176,221,14,99,177,43,197,127,8,191,206,17,113,126,3,165,0,103,115,0,164,153,7,84,174,118,175,31,104,84,0,11,183,183,0,129,214,17,121,192,144,95,88,198,266,4,199,253,26,115,197,24,175,251,154,131
Montipora_capitata_HIv3___TS.g22153.t1,177,7,201,119,41,152,147,11,142,93,52,257,39,40,106,86,6,51,94,2,126,48,58,121,96,90,146,8,153,101,158,150,44,104,38,44,20,217,125,0,138,143,34,166,40,171,113,150,61,89,54,174,137,28,225,156,33,181,169,167,154
Montipora_capitata_HIv3___RNAseq.g45000.t1,554,133,489,405,135,591,713,73,653,645,237,638,346,286,476,737,101,155,435,60,498,232,359,550,257,576,730,76,497,720,526,766,273,536,280,108,151,678,555,21,553,549,265,406,269,532,103,384,399,597,215,792,514,90,554,446,155,548,773,371,396
Montipora_capitata_HIv3___TS.g46137.t1a,534,58,598,462,41,577,449,28,576,534,74,707,392,69,527,302,33,342,344,12,403,46,337,503,39,439,494,48,384,539,442,545,123,481,248,35,26,414,303,0,440,426,37,341,115,487,240,382,451,434,13,470,469,9,645,589,50,476,665,490,302
Montipora_capitata_HIv3___RNAseq.g19088.t1,528,255,708,484,193,621,564,133,916,408,303,942,276,290,908,517,79,204,365,66,498,304,267,510,501,722,470,151,578,623,677,676,417,533,143,112,108,526,319,58,588,353,240,395,152,515,247,627,283,436,215,786,504,126,867,560,263,599,658,547,404
Montipora_capitata_HIv3___RNAseq.g20689.t1,307,47,334,269,55,422,259,90,511,390,85,520,173,145,503,330,58,288,404,103,368,179,261,317,55,228,238,23,263,267,285,299,85,319,135,49,102,362,273,85,431,309,82,305,167,392,154,331,225,178,76,387,243,100,385,220,88,407,288,366,294
Montipora_capitata_HIv3___RNAseq.g22859.t1,1356,588,1495,1124,433,1894,1611,452,1774,1404,602,1856,828,747,1914,1441,278,666,1083,246,1560,679,786,1555,893,1696,1409,309,1320,1631,2124,1858,802,1417,724,329,331,1067,1345,132,1178,1151,535,1050,578,1530,585,1140,832,1272,641,1898,1369,265,1839,1610,555,1134,1949,1577,983
Montipora_capitata_HIv3___RNAseq.g23082.t1,141,60,93,124,37,123,184,10,92,115,82,158,157,75,147,104,31,75,113,0,71,57,103,118,12,57,181,29,113,287,53,141,13,38,119,18,9,118,142,0,72,155,57,59,102,101,15,61,125,177,25,55,184,10,100,191,36,127,108,120,64
Montipora_capitata_HIv3___TS.g24480.t2,114,45,60,85,36,90,125,0,104,107,36,45,103,91,79,156,5,74,100,30,77,108,81,25,37,31,128,15,29,68,51,93,26,40,45,33,44,23,74,0,51,48,0,40,38,71,68,52,74,141,24,55,95,0,48,133,37,87,109,44,49
Montipora_capitata_HIv3___RNAseq.g34657.t1,233,4,182,129,0,238,170,15,133,158,32,194,167,53,162,230,8,66,217,0,120,76,53,230,20,198,175,27,100,158,143,253,43,176,131,30,48,57,168,0,180,127,33,111,84,192,72,91,125,138,21,178,143,0,197,206,38,201,221,239,160
Montipora_capitata_HIv3___RNAseq.g46103.t2,235,0,262,248,22,149,190,19,165,288,60,274,183,18,139,205,11,123,267,10,104,38,102,107,12,132,105,9,97,145,118,208,30,102,156,0,0,105,150,44,135,169,51,81,87,166,118,159,127,199,0,140,221,0,209,273,31,273,347,188,151
Montipora_capitata_HIv3___RNAseq.g48280.t1,340,30,54,303,20,117,292,8,97,279,47,80,257,16,55,304,30,25,196,0,87,18,62,182,57,76,285,8,24,323,91,258,30,82,180,8,0,141,199,0,67,155,23,57,121,96,78,49,219,251,0,96,329,0,56,348,39,261,319,65,47
Montipora_capitata_HIv3___RNAseq.g39295.t2,531,222,594,400,151,615,578,367,676,542,184,658,262,173,651,535,133,260,277,157,385,207,338,800,245,670,488,204,613,655,637,741,297,707,340,112,214,878,482,208,687,490,395,496,267,738,257,543,375,381,320,795,475,257,772,388,284,212,693,687,416
Montipora_capitata_HIv3___RNAseq.g16310.t1,35,32,51,95,4,99,76,15,148,68,36,132,40,24,108,91,0,36,56,0,102,8,65,159,67,80,85,0,69,107,101,90,47,77,58,16,32,116,52,0,75,89,24,102,12,88,69,52,22,95,41,117,68,0,111,123,13,81,106,114,102
Montipora_capitata_HIv3___TS.g13257.t2,95,46,133,100,8,77,91,0,145,109,0,123,36,50,71,125,16,84,87,8,147,37,82,209,20,134,131,23,118,117,114,221,28,150,92,11,0,294,150,0,95,170,18,106,39,158,0,124,175,107,86,265,75,0,187,63,11,38,230,227,132
Montipora_capitata_HIv3___RNAseq.g18108.t1,5661,966,4863,5025,1072,6883,4582,1411,6332,6695,1713,5956,2587,764,2535,2631,626,3283,3697,705,2708,374,1899,7022,1551,6860,7124,1027,6526,5884,6712,8384,1545,6715,3926,772,1335,7198,5515,1179,6756,5851,1709,5281,2130,6074,4417,5196,4879,5220,1311,7886,5083,1789,8223,5370,1355,2937,9513,8325,5856
Montipora_capitata_HIv3___RNAseq.g35361.t1,228,32,120,90,22,96,226,17,133,190,36,170,166,34,58,190,27,30,125,0,29,119,11,105,107,77,176,31,97,164,153,155,33,93,98,52,20,131,151,4,148,93,72,38,112,118,43,89,102,217,37,98,188,16,113,157,19,38,259,56,67
Montipora_capitata_HIv3___RNAseq.g6455.t1,486,52,394,431,79,352,534,62,404,472,193,390,514,69,573,794,57,319,684,73,478,115,314,506,74,314,527,36,227,397,310,556,131,275,389,21,49,243,447,26,236,404,79,284,309,491,349,209,241,543,66,463,477,26,556,603,103,482,652,445,329
Montipora_capitata_HIv3___RNAseq.g6929.t1,1546,140,1662,1237,208,1731,1521,220,2071,1675,428,1784,773,329,1544,1077,210,479,1297,142,1261,359,809,1591,265,1438,1294,200,1182,1420,1719,1781,546,1401,668,127,214,1472,1206,128,1249,1299,379,1137,622,1440,609,1216,991,1166,362,2109,1258,131,2067,1693,372,1623,1924,1507,866
Montipora_capitata_HIv3___RNAseq.g7364.t1,524,101,374,492,57,335,853,38,343,598,229,435,554,107,500,681,50,164,389,36,318,204,251,441,86,416,596,56,250,640,423,734,248,307,222,20,93,326,483,31,325,375,107,236,213,359,148,185,316,672,153,352,646,59,288,838,145,562,759,258,173
Montipora_capitata_HIv3___RNAseq.g467.t1,5682,25,169,2547,60,245,8032,0,221,2592,1494,233,36000,22,211,37177,14,128,6679,0,158,49,114,2419,27,131,11962,19,119,13107,279,4685,50,265,9865,14,14,200,9018,19,151,3124,44,231,11636,253,2775,137,979,14002,16,239,7127,6,287,9985,37,256,3462,928,270
Montipora_capitata_HIv3___RNAseq.g527.t1b,6544,46,760,4942,130,888,5673,48,970,4116,1208,1133,6984,68,645,4988,85,807,4310,46,787,76,575,3419,86,790,3927,69,655,4484,781,4343,113,724,5070,41,20,657,4285,21,978,3435,58,919,2754,856,1872,555,2697,4855,95,874,5648,41,1077,5821,103,2816,4592,1289,877
Montipora_capitata_HIv3___RNAseq.g648.t1,1881,46,301,1341,72,347,1773,57,396,1302,386,449,1510,152,408,867,107,263,1284,48,314,208,302,1005,60,435,1199,62,238,1446,347,1248,148,345,1030,21,69,267,676,46,390,815,91,292,539,306,365,280,379,1934,70,316,1924,29,321,1906,57,1008,1519,348,181
Montipora_capitata_HIv3___TS.g40145.t1,415,8,138,230,21,142,431,16,194,196,113,118,288,21,107,349,20,83,179,18,84,13,79,164,11,169,301,14,85,280,129,278,14,217,206,0,27,146,250,20,119,187,11,100,161,87,123,143,209,371,7,169,264,19,162,410,51,185,430,193,102
Montipora_capitata_HIv3___RNAseq.g3338.t1,6597,70,312,4437,60,377,7468,52,532,5512,1248,675,8046,58,326,8062,47,332,7333,21,575,39,501,3477,62,584,4675,64,376,4787,525,4443,137,410,7125,11,56,385,6760,15,615,4682,71,626,3425,476,1528,471,4534,7288,82,358,6168,0,397,6935,83,1464,6217,667,428
Montipora_capitata_HIv3___RNAseq.g24646.t1,6790,8,151,3418,40,96,7652,26,191,4173,1203,285,6877,81,237,5243,74,108,5637,27,180,82,164,3406,28,147,5710,27,64,7425,51,5246,55,111,2514,25,29,229,4812,21,131,2884,55,312,2709,169,185,130,3308,8661,41,154,5708,14,153,6045,17,851,5630,286,51
Montipora_capitata_HIv3___TS.g7987.t1,1538,16,224,1319,8,176,1443,13,293,1265,256,263,1048,27,218,1075,29,117,926,10,193,27,182,819,11,297,869,11,155,954,252,1292,76,282,668,0,5,292,851,8,377,708,16,433,400,257,147,43,741,1466,78,177,1503,42,246,1595,25,1211,1835,312,195
Montipora_capitata_HIv3___TS.g8488.t1b,166,61,254,187,45,308,160,91,412,149,42,302,48,42,202,108,14,98,99,16,130,18,125,247,130,294,233,71,356,225,297,277,69,298,79,36,42,207,167,40,336,135,39,243,81,208,121,242,125,151,66,391,151,69,386,214,37,137,278,456,305
Montipora_capitata_HIv3___RNAseq.g26524.t1,6329,21,412,6727,25,440,8116,47,534,7629,1378,1206,4456,82,1053,7191,43,639,7115,67,1889,68,1426,7543,27,1197,5781,14,319,7388,1127,8257,134,1028,3556,4,27,550,5829,35,1336,5627,7,2094,1674,1445,188,44,6667,6270,3,314,7066,15,563,7956,9,5835,10456,710,656
Montipora_capitata_HIv3___RNAseq.g26744.t1,1025,16,690,752,27,628,1059,39,610,787,133,771,870,32,610,1089,14,433,841,0,728,25,496,736,50,560,918,23,396,994,513,867,190,453,638,4,12,441,773,13,607,832,53,342,339,657,283,437,647,841,0,729,819,17,661,745,46,644,809,580,442
Montipora_capitata_HIv3___RNAseq.g26803.t1,5511,35,129,3478,35,90,3971,25,67,3079,990,138,8096,39,129,10450,17,76,7888,11,75,25,122,2954,32,138,4159,10,46,5238,93,3649,74,233,11444,0,21,54,3661,36,122,4981,19,224,3304,90,1592,28,2381,5162,14,104,5038,21,71,5719,9,1350,4514,401,93
Montipora_capitata_HIv3___RNAseq.g41271.t2,248,0,242,186,44,328,291,28,314,337,26,262,115,10,275,206,0,118,131,6,277,0,131,218,11,261,260,14,159,206,225,306,72,136,82,0,40,283,127,0,158,183,47,187,68,216,16,155,167,188,7,343,258,20,261,285,29,219,247,272,175
Montipora_capitata_HIv3___RNAseq.g41261.t1,18991,323,1511,14306,417,997,28693,401,2046,14069,5306,1803,26228,734,1671,31921,163,493,11339,264,1554,785,1501,9028,337,1454,13965,173,831,22114,1298,15915,541,936,8017,174,188,1285,19861,242,1060,9812,609,1484,10068,1073,1712,1172,8707,28343,283,1149,24293,260,1227,24022,434,4508,24139,1178,528
Montipora_capitata_HIv3___RNAseq.g41393.t1,953,23,721,929,86,907,1264,79,895,1055,201,954,937,41,844,1125,25,483,819,37,528,77,405,789,58,729,797,24,579,1036,485,977,158,485,570,22,45,709,978,13,610,854,32,617,391,611,297,524,823,958,74,838,939,41,896,939,74,1121,1101,699,647
