go,cluster,parent,parentSimScore,score,size,term,parentTerm
GO:0044260,31,GO:0034645,0.793,307.6526555685888,3,cellular macromolecule metabolic process,cellular macromolecule biosynthetic process
GO:0010628,1,GO:0010604,0.823,307.6526555685888,104,positive regulation of gene expression,positive regulation of macromolecule metabolic process
GO:0006725,3,GO:0034641,0.469,307.6526555685888,0,cellular aromatic compound metabolic process,cellular nitrogen compound metabolic process
GO:0080090,1,GO:0010604,0.673,307.6526555685888,3,regulation of primary metabolic process,positive regulation of macromolecule metabolic process
GO:0071310,16,GO:0070887,0.94,307.6526555685888,0,cellular response to organic substance,cellular response to chemical stimulus
GO:0060548,10,GO:0010941,0.92,307.6526555685888,2,negative regulation of cell death,regulation of cell death
GO:0048609,7,GO:0022414,0.803,307.6526555685888,9,multicellular organismal reproductive process,reproductive process
GO:0044093,37,GO:0044093,0.994,307.6526555685888,0,positive regulation of molecular function,positive regulation of molecular function
GO:0019219,1,GO:0010604,0.645,307.6526555685888,0,regulation of nucleobase-containing compound metabolic process,positive regulation of macromolecule metabolic process
GO:0015833,38,GO:0015833,0.999,307.6526555685888,7,peptide transport,peptide transport
GO:0010558,15,GO:0010605,0.85,307.6526555685888,0,negative regulation of macromolecule biosynthetic process,negative regulation of macromolecule metabolic process
GO:0009991,39,GO:0009991,0.998,307.6526555685888,0,response to extracellular stimulus,response to extracellular stimulus
GO:0001932,12,GO:0051247,0.741,307.6526555685888,2,regulation of protein phosphorylation,positive regulation of protein metabolic process
GO:0071840,36,GO:0006996,0.778,307.6526555685888,0,cellular component organization or biogenesis,organelle organization
GO:0060284,17,GO:0050793,0.754,307.6526555685888,1,regulation of cell development,regulation of developmental process
GO:0044770,2,GO:0010564,0.69,307.6526555685888,1,cell cycle phase transition,regulation of cell cycle process
GO:0032501,40,GO:0032501,0.843,307.6526555685888,2,multicellular organismal process,multicellular organismal process
GO:1901575,35,GO:0044265,0.865,307.6526555685888,0,organic substance catabolic process,cellular macromolecule catabolic process
GO:0071702,38,GO:0015833,0.615,307.6526555685888,6,organic substance transport,peptide transport
GO:0051173,1,GO:0010604,0.932,307.6526555685888,0,positive regulation of nitrogen compound metabolic process,positive regulation of macromolecule metabolic process
GO:0030030,23,GO:0051128,0.518,307.6526555685888,31,cell projection organization,regulation of cellular component organization
GO:0016043,36,GO:0006996,0.801,307.6526555685888,5,cellular component organization,organelle organization
GO:0010646,14,GO:0007166,0.504,307.6526555685888,1,regulation of cell communication,cell surface receptor signaling pathway
GO:0009987,41,GO:0009987,0.337,307.6526555685888,0,cellular process,cellular process
GO:0007010,36,GO:0006996,0.788,307.6526555685888,17,cytoskeleton organization,organelle organization
GO:1901701,16,GO:0070887,0.816,307.6526555685888,0,cellular response to oxygen-containing compound,cellular response to chemical stimulus
GO:1901360,42,GO:1901360,0.859,307.6526555685888,0,organic cyclic compound metabolic process,organic cyclic compound metabolic process
GO:0051179,26,GO:0006810,0.818,307.6526555685888,7,localization,transport
GO:0051049,9,GO:0051050,0.917,307.6526555685888,2,regulation of transport,positive regulation of transport
GO:0048468,13,GO:0022008,0.763,307.6526555685888,6,cell development,neurogenesis
GO:0045787,2,GO:0010564,0.832,307.6526555685888,1,positive regulation of cell cycle,regulation of cell cycle process
GO:0033043,23,GO:0051128,0.88,307.6526555685888,0,regulation of organelle organization,regulation of cellular component organization
GO:1901987,2,GO:0010564,0.916,307.6526555685888,0,regulation of cell cycle phase transition,regulation of cell cycle process
GO:0051094,17,GO:0050793,0.871,307.6526555685888,1,positive regulation of developmental process,regulation of developmental process
GO:0043085,37,GO:0044093,0.98,307.6526555685888,2,positive regulation of catalytic activity,positive regulation of molecular function
GO:0036211,20,GO:0043412,0.91,307.6526555685888,19,protein modification process,macromolecule modification
GO:0030182,13,GO:0022008,0.955,307.6526555685888,47,neuron differentiation,neurogenesis
GO:0009889,1,GO:0010604,0.646,307.6526555685888,0,regulation of biosynthetic process,positive regulation of macromolecule metabolic process
GO:0006886,6,GO:0008104,0.837,307.6526555685888,121,intracellular protein transport,protein localization
GO:0046907,43,GO:0046907,0.977,307.6526555685888,8,intracellular transport,intracellular transport
GO:0040008,44,GO:0040008,0.993,307.6526555685888,6,regulation of growth,regulation of growth
GO:0009887,45,GO:0009887,0.994,307.6526555685888,20,animal organ morphogenesis,animal organ morphogenesis
GO:0051093,17,GO:0050793,0.789,307.6526555685888,3,negative regulation of developmental process,regulation of developmental process
GO:0050790,37,GO:0044093,0.859,307.6526555685888,142,regulation of catalytic activity,positive regulation of molecular function
GO:0044249,21,GO:0006355,0.742,307.6526555685888,5,cellular biosynthetic process,regulation of DNA-templated transcription
GO:0043933,23,GO:0051128,0.496,307.6526555685888,0,protein-containing complex organization,regulation of cellular component organization
GO:0016070,3,GO:0034641,0.734,307.6526555685888,19,RNA metabolic process,cellular nitrogen compound metabolic process
GO:0006508,22,GO:1901564,0.594,307.6526555685888,415,proteolysis,organonitrogen compound metabolic process
GO:0006357,21,GO:0006355,0.88,307.6526555685888,643,regulation of transcription by RNA polymerase II,regulation of DNA-templated transcription
GO:0051253,15,GO:0010605,0.823,307.6526555685888,0,negative regulation of RNA metabolic process,negative regulation of macromolecule metabolic process
GO:0051248,15,GO:0010605,0.846,307.6526555685888,0,negative regulation of protein metabolic process,negative regulation of macromolecule metabolic process
GO:0044248,35,GO:0044265,0.875,307.6526555685888,2,cellular catabolic process,cellular macromolecule catabolic process
GO:0043067,10,GO:0010941,0.974,307.6526555685888,3,regulation of programmed cell death,regulation of cell death
GO:1901566,22,GO:1901564,0.631,307.6526555685888,2,organonitrogen compound biosynthetic process,organonitrogen compound metabolic process
GO:0071704,3,GO:0034641,0.424,307.6526555685888,30,organic substance metabolic process,cellular nitrogen compound metabolic process
GO:0048585,34,GO:0048584,0.773,307.6526555685888,0,negative regulation of response to stimulus,positive regulation of response to stimulus
GO:0044703,7,GO:0022414,0.549,307.6526555685888,0,multi-organism reproductive process,reproductive process
GO:0023057,4,GO:0023051,0.879,307.6526555685888,0,negative regulation of signaling,regulation of signaling
GO:0007423,45,GO:0009887,0.671,307.6526555685888,2,sensory organ development,animal organ morphogenesis
GO:0007267,4,GO:0023051,0.508,307.6526555685888,14,cell-cell signaling,regulation of signaling
GO:1901700,16,GO:0070887,0.606,307.6526555685888,0,response to oxygen-containing compound,cellular response to chemical stimulus
GO:0097659,21,GO:0006355,0.933,307.6526555685888,0,nucleic acid-templated transcription,regulation of DNA-templated transcription
GO:0051960,33,GO:0051241,0.639,307.6526555685888,0,regulation of nervous system development,negative regulation of multicellular organismal process
GO:0051223,9,GO:0051050,0.747,307.6526555685888,1,regulation of protein transport,positive regulation of transport
GO:0035295,28,GO:0035239,0.938,307.6526555685888,1,tube development,tube morphogenesis
GO:0031325,1,GO:0010604,0.935,307.6526555685888,0,positive regulation of cellular metabolic process,positive regulation of macromolecule metabolic process
GO:0007292,7,GO:0022414,0.737,307.6526555685888,2,female gamete generation,reproductive process
GO:0002376,46,GO:0002376,0.99,307.6526555685888,24,immune system process,immune system process
GO:1901990,2,GO:0010564,0.863,307.6526555685888,0,regulation of mitotic cell cycle phase transition,regulation of cell cycle process
GO:1901565,35,GO:0044265,0.807,307.6526555685888,3,organonitrogen compound catabolic process,cellular macromolecule catabolic process
GO:1901362,21,GO:0006355,0.877,307.6526555685888,0,organic cyclic compound biosynthetic process,regulation of DNA-templated transcription
GO:0072359,13,GO:0022008,0.516,307.6526555685888,0,circulatory system development,neurogenesis
GO:0065007,1,GO:0010604,0.348,307.6526555685888,0,biological regulation,positive regulation of macromolecule metabolic process
GO:0022603,17,GO:0050793,0.814,307.6526555685888,0,regulation of anatomical structure morphogenesis,regulation of developmental process
GO:0022412,7,GO:0022414,0.765,307.6526555685888,0,cellular process involved in reproduction in multicellular organism,reproductive process
GO:0019538,22,GO:1901564,0.788,307.6526555685888,7,protein metabolic process,organonitrogen compound metabolic process
GO:0006811,26,GO:0006810,0.712,307.6526555685888,434,ion transport,transport
GO:2000113,31,GO:0034645,0.708,307.6526555685888,0,negative regulation of cellular macromolecule biosynthetic process,cellular macromolecule biosynthetic process
GO:2000112,31,GO:0034645,0.774,307.6526555685888,0,regulation of cellular macromolecule biosynthetic process,cellular macromolecule biosynthetic process
GO:1901576,21,GO:0006355,0.735,307.6526555685888,1,organic substance biosynthetic process,regulation of DNA-templated transcription
GO:0048523,15,GO:0010605,0.806,307.6526555685888,0,negative regulation of cellular process,negative regulation of macromolecule metabolic process
GO:0044085,47,GO:0044085,0.964,307.6526555685888,0,cellular component biogenesis,cellular component biogenesis
GO:0032989,28,GO:0035239,0.609,307.6526555685888,0,cellular component morphogenesis,tube morphogenesis
GO:0032774,21,GO:0006355,0.932,307.6526555685888,0,RNA biosynthetic process,regulation of DNA-templated transcription
GO:0032386,9,GO:0051050,0.788,307.6526555685888,0,regulation of intracellular transport,positive regulation of transport
GO:0031324,15,GO:0010605,0.877,307.6526555685888,0,negative regulation of cellular metabolic process,negative regulation of macromolecule metabolic process
GO:0016192,25,GO:0046903,0.42,307.6526555685888,139,vesicle-mediated transport,secretion
GO:0008152,3,GO:0034641,0.441,307.6526555685888,82,metabolic process,cellular nitrogen compound metabolic process
GO:0007389,13,GO:0022008,0.489,307.6526555685888,5,pattern specification process,neurogenesis
GO:0007154,14,GO:0007166,0.654,307.6526555685888,19,cell communication,cell surface receptor signaling pathway
GO:1903507,15,GO:0010605,0.816,307.6526555685888,0,negative regulation of nucleic acid-templated transcription,negative regulation of macromolecule metabolic process
GO:0051338,37,GO:0044093,0.745,307.6526555685888,1,regulation of transferase activity,positive regulation of molecular function
GO:0051246,12,GO:0051247,0.868,307.6526555685888,0,regulation of protein metabolic process,positive regulation of protein metabolic process
GO:0050896,32,GO:0033554,0.545,307.6526555685888,29,response to stimulus,cellular response to stress
GO:0048583,34,GO:0048584,0.868,307.6526555685888,0,regulation of response to stimulus,positive regulation of response to stimulus
GO:0048518,1,GO:0010604,0.789,307.6526555685888,0,positive regulation of biological process,positive regulation of macromolecule metabolic process
GO:0048477,7,GO:0022414,0.712,307.6526555685888,54,oogenesis,reproductive process
GO:0045944,1,GO:0010604,0.87,307.6526555685888,250,positive regulation of transcription by RNA polymerase II,positive regulation of macromolecule metabolic process
GO:0031399,12,GO:0051247,0.772,307.6526555685888,0,regulation of protein modification process,positive regulation of protein metabolic process
GO:0030855,19,GO:0009888,0.798,307.6526555685888,0,epithelial cell differentiation,tissue development
GO:0030154,13,GO:0022008,0.837,307.6526555685888,305,cell differentiation,neurogenesis
GO:0019220,5,GO:0016310,0.574,307.6526555685888,0,regulation of phosphate metabolic process,phosphorylation
GO:0010468,1,GO:0010604,0.691,307.6526555685888,103,regulation of gene expression,positive regulation of macromolecule metabolic process
GO:0009890,15,GO:0010605,0.846,307.6526555685888,1,negative regulation of biosynthetic process,negative regulation of macromolecule metabolic process
GO:0006139,3,GO:0034641,0.801,307.6526555685888,24,nucleobase-containing compound metabolic process,cellular nitrogen compound metabolic process
GO:1903506,21,GO:0006355,0.954,307.6526555685888,0,regulation of nucleic acid-templated transcription,regulation of DNA-templated transcription
GO:1901698,16,GO:0070887,0.604,307.6526555685888,0,response to nitrogen compound,cellular response to chemical stimulus
GO:0065009,37,GO:0044093,0.869,307.6526555685888,0,regulation of molecular function,positive regulation of molecular function
GO:0060562,28,GO:0035239,0.876,307.6526555685888,9,epithelial tube morphogenesis,tube morphogenesis
GO:0051649,43,GO:0046907,0.932,307.6526555685888,0,establishment of localization in cell,intracellular transport
GO:0051239,33,GO:0051241,0.796,307.6526555685888,4,regulation of multicellular organismal process,negative regulation of multicellular organismal process
GO:0048638,44,GO:0040008,0.972,307.6526555685888,0,regulation of developmental growth,regulation of growth
GO:0045934,15,GO:0010605,0.826,307.6526555685888,0,negative regulation of nucleobase-containing compound metabolic process,negative regulation of macromolecule metabolic process
GO:0045893,1,GO:0010604,0.889,307.6526555685888,50,positive regulation of DNA-templated transcription,positive regulation of macromolecule metabolic process
GO:0045786,2,GO:0010564,0.854,307.6526555685888,2,negative regulation of cell cycle,regulation of cell cycle process
GO:0032880,9,GO:0051050,0.775,307.6526555685888,35,regulation of protein localization,positive regulation of transport
GO:0022607,47,GO:0044085,0.925,307.6526555685888,0,cellular component assembly,cellular component biogenesis
GO:0019953,7,GO:0022414,0.785,307.6526555685888,6,sexual reproduction,reproductive process
GO:0009891,1,GO:0010604,0.877,307.6526555685888,0,positive regulation of biosynthetic process,positive regulation of macromolecule metabolic process
GO:0009653,28,GO:0035239,0.667,307.6526555685888,31,anatomical structure morphogenesis,tube morphogenesis
GO:0001654,45,GO:0009887,0.511,307.6526555685888,0,eye development,animal organ morphogenesis
GO:0065008,48,GO:0065008,0.971,307.6526555685888,5,regulation of biological quality,regulation of biological quality
GO:0051254,1,GO:0010604,0.906,307.6526555685888,0,positive regulation of RNA metabolic process,positive regulation of macromolecule metabolic process
GO:0044087,47,GO:0044085,0.738,307.6526555685888,3,regulation of cellular component biogenesis,cellular component biogenesis
GO:0042886,38,GO:0015833,0.978,307.6526555685888,0,amide transport,peptide transport
GO:0042592,48,GO:0065008,0.83,307.6526555685888,1,homeostatic process,regulation of biological quality
GO:0032502,13,GO:0022008,0.598,307.6526555685888,13,developmental process,neurogenesis
GO:0008283,29,GO:0042127,0.962,307.6526555685888,1,cell population proliferation,regulation of cell population proliferation
GO:0006812,26,GO:0006810,0.615,307.6526555685888,37,cation transport,transport
GO:0090087,38,GO:0015833,0.924,307.6526555685888,6,regulation of peptide transport,peptide transport
GO:0071495,30,GO:0009725,0.868,307.6526555685888,0,cellular response to endogenous stimulus,response to hormone
GO:0051641,43,GO:0046907,0.835,307.6526555685888,0,cellular localization,intracellular transport
GO:0051276,36,GO:0006996,0.722,307.6526555685888,11,chromosome organization,organelle organization
GO:0051174,5,GO:0016310,0.571,307.6526555685888,0,regulation of phosphorus metabolic process,phosphorylation
GO:0048646,28,GO:0035239,0.563,307.6526555685888,0,anatomical structure formation involved in morphogenesis,tube morphogenesis
GO:0048519,15,GO:0010605,0.866,307.6526555685888,0,negative regulation of biological process,negative regulation of macromolecule metabolic process
GO:0048513,45,GO:0009887,0.871,307.6526555685888,1,animal organ development,animal organ morphogenesis
GO:0032879,9,GO:0051050,0.871,307.6526555685888,0,regulation of localization,positive regulation of transport
GO:0031667,39,GO:0009991,0.995,307.6526555685888,0,response to nutrient levels,response to extracellular stimulus
GO:0023056,4,GO:0023051,0.877,307.6526555685888,0,positive regulation of signaling,regulation of signaling
GO:0015031,6,GO:0008104,0.898,307.6526555685888,212,protein transport,protein localization
GO:0009966,4,GO:0023051,0.956,307.6526555685888,14,regulation of signal transduction,regulation of signaling
GO:0009792,13,GO:0022008,0.522,307.6526555685888,319,embryo development ending in birth or egg hatching,neurogenesis
GO:0009719,30,GO:0009725,0.869,307.6526555685888,0,response to endogenous stimulus,response to hormone
GO:0009058,21,GO:0006355,0.732,307.6526555685888,31,biosynthetic process,regulation of DNA-templated transcription
GO:0007281,7,GO:0022414,0.741,307.6526555685888,46,germ cell development,reproductive process
GO:0007165,4,GO:0023051,0.631,307.6526555685888,543,signal transduction,regulation of signaling
GO:0007017,49,GO:0007017,0.983,307.6526555685888,41,microtubule-based process,microtubule-based process
GO:0006974,50,GO:0006974,0.985,307.6526555685888,123,cellular response to DNA damage stimulus,cellular response to DNA damage stimulus
GO:0006793,5,GO:0016310,0.825,307.6526555685888,0,phosphorus metabolic process,phosphorylation
GO:0006412,18,GO:0043603,0.924,307.6526555685888,238,translation,cellular amide metabolic process
GO:0003002,13,GO:0022008,0.47,307.6526555685888,0,regionalization,neurogenesis
GO:0000003,7,GO:0022414,0.943,307.6526555685888,107,reproduction,reproductive process
GO:2001141,21,GO:0006355,0.954,307.6526555685888,0,regulation of RNA biosynthetic process,regulation of DNA-templated transcription
GO:2000026,33,GO:0051241,0.708,307.6526555685888,0,regulation of multicellular organismal development,negative regulation of multicellular organismal process
GO:1903508,1,GO:0010604,0.889,307.6526555685888,0,positive regulation of nucleic acid-templated transcription,positive regulation of macromolecule metabolic process
GO:0071705,38,GO:0015833,0.655,307.6526555685888,1,nitrogen compound transport,peptide transport
GO:0070925,47,GO:0044085,0.821,307.6526555685888,0,organelle assembly,cellular component biogenesis
