gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,transcript_lengths
Montipora_capitata_HIv3___TS.g45793.t1b,95.20261915779584,-6.460402881831779,1.1108158231120655,-5.815908224760691,6.030554792258741e-9,3.788696048236553e-5,45351.EDO37268,0,1630,"2CMWM@1|root,2QSEC@2759|Eukaryota,39597@33154|Opisthokonta,3BB8G@33208|Metazoa",33208|Metazoa,S,Cilia and flagella associated protein 61,CFAP61,"GO:0003341,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005856,GO:0005929,GO:0005930,GO:0006928,GO:0006996,GO:0007017,GO:0007018,GO:0008150,GO:0009987,GO:0016043,GO:0030030,GO:0031514,GO:0032838,GO:0042995,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044430,GO:0044441,GO:0044444,GO:0044446,GO:0044463,GO:0044464,GO:0044782,GO:0071840,GO:0097014,GO:0099568,GO:0120025,GO:0120036,GO:0120038",-,-,-,-,-,-,-,-,-,-,"DUF4821,Pyr_redox_2",55806
Montipora_capitata_HIv3___RNAseq.g45000.t1,344.67921943567467,-1.0309412459764218,0.26072580264419204,-3.954120518648203,7.681668455775e-5,0.03297724724360746,6087.XP_002158614.1,4.519999999999999e-229,645,"COG0639@1|root,KOG0376@2759|Eukaryota,38E0Z@33154|Opisthokonta,3BCC5@33208|Metazoa",33208|Metazoa,T,phosphatase 5,PPP5C,"GO:0000165,GO:0000166,GO:0000278,GO:0000302,GO:0001101,GO:0001932,GO:0001933,GO:0001965,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004721,GO:0004722,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005819,GO:0005829,GO:0005856,GO:0006139,GO:0006325,GO:0006351,GO:0006464,GO:0006468,GO:0006470,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006979,GO:0006996,GO:0007049,GO:0007154,GO:0007165,GO:0008017,GO:0008092,GO:0008104,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009410,GO:0009636,GO:0009892,GO:0009966,GO:0009967,GO:0009987,GO:0010033,GO:0010035,GO:0010038,GO:0010243,GO:0010288,GO:0010467,GO:0010563,GO:0010605,GO:0010646,GO:0010647,GO:0010941,GO:0014070,GO:0014072,GO:0015630,GO:0015631,GO:0016043,GO:0016070,GO:0016310,GO:0016311,GO:0016569,GO:0016570,GO:0016576,GO:0016787,GO:0016788,GO:0016791,GO:0017076,GO:0017157,GO:0018130,GO:0019220,GO:0019222,GO:0019438,GO:0019538,GO:0022607,GO:0023014,GO:0023051,GO:0023052,GO:0023056,GO:0030425,GO:0030554,GO:0031072,GO:0031323,GO:0031324,GO:0031399,GO:0031400,GO:0031974,GO:0031981,GO:0032268,GO:0032269,GO:0032553,GO:0032555,GO:0032559,GO:0032774,GO:0032879,GO:0032991,GO:0033036,GO:0033143,GO:0033145,GO:0033365,GO:0033554,GO:0033993,GO:0034599,GO:0034613,GO:0034614,GO:0034641,GO:0034645,GO:0034654,GO:0035556,GO:0035639,GO:0035690,GO:0035970,GO:0036094,GO:0036211,GO:0036477,GO:0042221,GO:0042325,GO:0042326,GO:0042493,GO:0042542,GO:0042578,GO:0042802,GO:0042995,GO:0043005,GO:0043025,GO:0043167,GO:0043168,GO:0043170,GO:0043204,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043278,GO:0043279,GO:0043412,GO:0043531,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044297,GO:0044422,GO:0044424,GO:0044428,GO:0044430,GO:0044444,GO:0044446,GO:0044463,GO:0044464,GO:0045920,GO:0045936,GO:0046483,GO:0046677,GO:0046686,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0050789,GO:0050794,GO:0050896,GO:0051046,GO:0051048,GO:0051049,GO:0051051,GO:0051171,GO:0051172,GO:0051174,GO:0051179,GO:0051246,GO:0051248,GO:0051259,GO:0051276,GO:0051291,GO:0051641,GO:0051716,GO:0051879,GO:0060255,GO:0060359,GO:0060548,GO:0060627,GO:0065003,GO:0065007,GO:0070013,GO:0070262,GO:0070301,GO:0070542,GO:0070727,GO:0070887,GO:0071236,GO:0071241,GO:0071248,GO:0071276,GO:0071704,GO:0071840,GO:0071944,GO:0072347,GO:0072686,GO:0080090,GO:0090304,GO:0097159,GO:0097237,GO:0097367,GO:0097447,GO:0097458,GO:0097659,GO:0101031,GO:0120025,GO:0120038,GO:0140096,GO:1901214,GO:1901215,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576,GO:1901698,GO:1901700,GO:1901701,GO:1903530,GO:1903531,GO:1904550,GO:1990635,GO:2000322,GO:2000324",3.1.3.16,"ko:K04460,ko:K11800","ko04010,map04010",-,-,-,"ko00000,ko00001,ko01000,ko01009,ko04121",-,-,-,"Metallophos,PPP5,TPR_1,TPR_8",16015
Montipora_capitata_HIv3___TS.g46137.t1a,255.694656314207,-1.5061244654615047,0.3592629769504717,-4.192261830723348,2.7618697244338037e-5,0.01753307279877352,45351.EDO42447,2.9000000000000002e-30,119,"KOG3119@1|root,KOG3119@2759|Eukaryota,3AAB2@33154|Opisthokonta,3BUNK@33208|Metazoa",33208|Metazoa,K,transcription by RNA polymerase II,gt,"GO:0000122,GO:0000578,GO:0000902,GO:0000904,GO:0000976,GO:0000977,GO:0000980,GO:0000981,GO:0000982,GO:0001012,GO:0001067,GO:0001077,GO:0001158,GO:0001228,GO:0003002,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0003705,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006725,GO:0006807,GO:0006928,GO:0006935,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0007275,GO:0007350,GO:0007351,GO:0007354,GO:0007362,GO:0007379,GO:0007380,GO:0007381,GO:0007389,GO:0007399,GO:0007409,GO:0007411,GO:0007431,GO:0008150,GO:0008152,GO:0008293,GO:0008361,GO:0008595,GO:0009058,GO:0009059,GO:0009605,GO:0009653,GO:0009790,GO:0009798,GO:0009880,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009948,GO:0009952,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0016043,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0022008,GO:0023052,GO:0030030,GO:0030154,GO:0030182,GO:0031175,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0032501,GO:0032502,GO:0032535,GO:0032774,GO:0032989,GO:0032990,GO:0034641,GO:0034645,GO:0034654,GO:0035270,GO:0035271,GO:0035272,GO:0035282,GO:0035287,GO:0035289,GO:0035326,GO:0040008,GO:0040011,GO:0040014,GO:0040015,GO:0042221,GO:0042330,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044324,GO:0044424,GO:0044464,GO:0045892,GO:0045893,GO:0045926,GO:0045934,GO:0045935,GO:0045944,GO:0046483,GO:0048468,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048638,GO:0048640,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048732,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051093,GO:0051171,GO:0051172,GO:0051173,GO:0051239,GO:0051241,GO:0051252,GO:0051253,GO:0051254,GO:0051716,GO:0060255,GO:0060322,GO:0061564,GO:0065007,GO:0065008,GO:0071704,GO:0071840,GO:0080090,GO:0090066,GO:0090304,GO:0097159,GO:0097485,GO:0097659,GO:0120036,GO:0120039,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1990837,GO:2000112,GO:2000113,GO:2001141",-,"ko:K09057,ko:K09062","ko04711,map04711",-,-,-,"ko00000,ko00001,ko03000",-,-,-,bZIP_2,720
Montipora_capitata_HIv3___RNAseq.g19088.t1,368.0786281961261,-0.9049947486680876,0.22896557822782748,-3.952536253146275,7.732720922999982e-5,0.03297724724360746,45351.EDO41036,6.71e-186,537,"KOG2443@1|root,KOG2442@2759|Eukaryota,38HX5@33154|Opisthokonta,3BD7B@33208|Metazoa",33208|Metazoa,O,"aspartic endopeptidase activity, intramembrane cleaving",SPPL2A,"GO:0000323,GO:0001959,GO:0002682,GO:0003674,GO:0003824,GO:0004175,GO:0004190,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005764,GO:0005765,GO:0005768,GO:0005770,GO:0005773,GO:0005774,GO:0005783,GO:0005789,GO:0005798,GO:0005813,GO:0005815,GO:0005856,GO:0005886,GO:0006508,GO:0006509,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0009966,GO:0010008,GO:0010646,GO:0010803,GO:0012505,GO:0015629,GO:0015630,GO:0016020,GO:0016021,GO:0016787,GO:0019538,GO:0023051,GO:0030176,GO:0030660,GO:0031090,GO:0031224,GO:0031227,GO:0031293,GO:0031410,GO:0031902,GO:0031974,GO:0031981,GO:0031982,GO:0031984,GO:0033619,GO:0042175,GO:0042500,GO:0042802,GO:0042803,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044238,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044430,GO:0044432,GO:0044433,GO:0044437,GO:0044440,GO:0044444,GO:0044446,GO:0044464,GO:0046983,GO:0048583,GO:0050776,GO:0050789,GO:0050794,GO:0060759,GO:0065007,GO:0070001,GO:0070011,GO:0070013,GO:0071458,GO:0071556,GO:0071704,GO:0071944,GO:0097708,GO:0098552,GO:0098553,GO:0098554,GO:0098562,GO:0098588,GO:0098805,GO:0098827,GO:0098852,GO:0140096,GO:1901564",-,"ko:K09596,ko:K09597,ko:K14212",-,-,-,-,"ko00000,ko01000,ko01002",-,-,-,"PA,Peptidase_A22B",41160
Montipora_capitata_HIv3___RNAseq.g20824.t1a,133.63108929291158,-4.080066942786628,0.8564343294456823,-4.764016110175553,1.897773431368336e-6,0.00216777483319483,10224.XP_006816237.1,0,981,"COG5126@1|root,KOG0027@2759|Eukaryota,39T4D@33154|Opisthokonta,3BCNW@33208|Metazoa,3CXXT@33213|Bilateria",33208|Metazoa,T,EF-hand calcium-binding domain-containing protein 6,EFCAB6,"GO:0003674,GO:0005488,GO:0005509,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0031974,GO:0031981,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046872,GO:0070013",-,-,-,-,-,-,-,-,-,-,"EF-hand_11,EF-hand_5,EF-hand_6,EF-hand_7,EF-hand_8",32794
Montipora_capitata_HIv3___RNAseq.g22859.t1,945.6776446328776,-0.5892731911524763,0.1492405117583299,-3.948480102418209,7.86489517213548e-5,0.03297724724360746,45351.EDO37103,2.6299999999999995e-211,635,"KOG1967@1|root,KOG1967@2759|Eukaryota,38FX1@33154|Opisthokonta,3BBVS@33208|Metazoa",33208|Metazoa,KL,positive regulation of double-strand break repair via homologous recombination,MMS19,"GO:0000018,GO:0000160,GO:0000428,GO:0003674,GO:0003712,GO:0003713,GO:0005102,GO:0005198,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005667,GO:0005675,GO:0005737,GO:0005819,GO:0005829,GO:0005856,GO:0006139,GO:0006259,GO:0006281,GO:0006282,GO:0006289,GO:0006351,GO:0006355,GO:0006725,GO:0006790,GO:0006807,GO:0006950,GO:0006974,GO:0007059,GO:0007154,GO:0007165,GO:0008134,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009719,GO:0009725,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010033,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010569,GO:0010604,GO:0010628,GO:0015630,GO:0016043,GO:0016070,GO:0016226,GO:0016591,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019538,GO:0019899,GO:0022607,GO:0023052,GO:0030159,GO:0030331,GO:0030674,GO:0030880,GO:0031163,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031974,GO:0031981,GO:0032774,GO:0032806,GO:0032947,GO:0032991,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0035257,GO:0035258,GO:0035556,GO:0042221,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044430,GO:0044444,GO:0044445,GO:0044446,GO:0044451,GO:0044464,GO:0044798,GO:0045739,GO:0045893,GO:0045911,GO:0045935,GO:0046483,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050789,GO:0050794,GO:0050896,GO:0051052,GO:0051054,GO:0051171,GO:0051173,GO:0051186,GO:0051252,GO:0051254,GO:0051427,GO:0051604,GO:0051716,GO:0055029,GO:0060090,GO:0060255,GO:0061695,GO:0065007,GO:0070013,GO:0071704,GO:0071817,GO:0071840,GO:0080090,GO:0080134,GO:0080135,GO:0090304,GO:0090575,GO:0097361,GO:0097428,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901564,GO:1901576,GO:1902494,GO:1902554,GO:1902680,GO:1902911,GO:1903506,GO:1903508,GO:1905168,GO:1990234,GO:2000112,GO:2000779,GO:2000781,GO:2001020,GO:2001022,GO:2001141",-,ko:K15075,-,-,-,-,"ko00000,ko03400",-,-,-,"MMS19_C,MMS19_N",41081
Montipora_capitata_HIv3___RNAseq.g23082.t1,77.26104648204421,-2.5414014239851612,0.6081631736607856,-4.178815051703007,2.930318573611173e-5,0.01753307279877352,7897.ENSLACP00000012565,2.3999999999999997e-90,276,"KOG3894@1|root,KOG3894@2759|Eukaryota,38HCA@33154|Opisthokonta,3BGVA@33208|Metazoa,3CTKY@33213|Bilateria,481MC@7711|Chordata,496GQ@7742|Vertebrata",33208|Metazoa,U,positive regulation of ER to Golgi vesicle-mediated transport,STX18,"GO:0000149,GO:0003674,GO:0005484,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0005938,GO:0006810,GO:0006888,GO:0006890,GO:0006996,GO:0007029,GO:0007154,GO:0007267,GO:0007268,GO:0007274,GO:0007528,GO:0008150,GO:0009987,GO:0010256,GO:0010638,GO:0012505,GO:0016020,GO:0016043,GO:0016192,GO:0019904,GO:0023052,GO:0031201,GO:0031594,GO:0031984,GO:0032386,GO:0032388,GO:0032879,GO:0032991,GO:0033043,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044087,GO:0044089,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045202,GO:0046907,GO:0048193,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050808,GO:0051049,GO:0051050,GO:0051128,GO:0051130,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0060341,GO:0060627,GO:0060628,GO:0061024,GO:0061025,GO:0065007,GO:0071840,GO:0071944,GO:0090158,GO:0098796,GO:0098827,GO:0098916,GO:0099536,GO:0099537,GO:0099568,GO:1902115,GO:1902117,GO:1902953,GO:1903358",-,ko:K08492,"ko04130,ko04145,map04130,map04145",-,-,-,"ko00000,ko00001,ko04131",-,-,-,Syntaxin-18_N,11651
Montipora_capitata_HIv3___TS.g15697.t1,60.957208814912384,-5.7808892330466035,1.1522786949544714,-5.016919308114967,5.250660711762803e-7,0.00109957586405499,45351.EDO33172,4.1e-84,278,"KOG0401@1|root,KOG0401@2759|Eukaryota,38BXU@33154|Opisthokonta,3B9GC@33208|Metazoa",33208|Metazoa,J,regulation of mRNA cap binding,Eif4g,"GO:0000003,GO:0000280,GO:0000339,GO:0000340,GO:0003006,GO:0003674,GO:0003676,GO:0003723,GO:0003743,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006412,GO:0006413,GO:0006417,GO:0006518,GO:0006807,GO:0006996,GO:0007049,GO:0007140,GO:0007276,GO:0007281,GO:0007283,GO:0008135,GO:0008150,GO:0008152,GO:0008190,GO:0008283,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010608,GO:0016043,GO:0016281,GO:0019222,GO:0019538,GO:0019953,GO:0022402,GO:0022412,GO:0022414,GO:0030154,GO:0031323,GO:0031326,GO:0031369,GO:0032268,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0034248,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044703,GO:0048134,GO:0048136,GO:0048137,GO:0048232,GO:0048285,GO:0048468,GO:0048515,GO:0048609,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0051171,GO:0051246,GO:0051301,GO:0051321,GO:0051704,GO:0060255,GO:0065007,GO:0071704,GO:0071840,GO:0080090,GO:0097159,GO:0140013,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1903046,GO:2000112",-,ko:K03260,"ko03013,ko05416,map03013,map05416",M00428,-,-,"ko00000,ko00001,ko00002,ko03012,ko03019",-,-,-,"MA3,MIF4G,W2",11394
Montipora_capitata_HIv3___RNAseq.g31500.t1,80.10578053166172,-2.338823412350138,0.60007220374261,-3.8975699886831174,9.716274655334196e-5,0.03815155970133567,45351.EDO47582,1.0999999999999997e-120,358,"COG3669@1|root,KOG3340@2759|Eukaryota,38H5D@33154|Opisthokonta,3BA6I@33208|Metazoa",33208|Metazoa,G,alpha-L-fucosidase activity,FUCA1,"GO:0000003,GO:0000323,GO:0001669,GO:0001775,GO:0002080,GO:0002081,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003674,GO:0003824,GO:0004553,GO:0004560,GO:0005488,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005766,GO:0005773,GO:0005775,GO:0005783,GO:0005788,GO:0005886,GO:0005975,GO:0005996,GO:0006004,GO:0006022,GO:0006026,GO:0006027,GO:0006464,GO:0006629,GO:0006643,GO:0006664,GO:0006807,GO:0006810,GO:0006887,GO:0006950,GO:0006952,GO:0006955,GO:0007338,GO:0007339,GO:0008037,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009566,GO:0009605,GO:0009607,GO:0009617,GO:0009987,GO:0009988,GO:0012505,GO:0012506,GO:0015928,GO:0016020,GO:0016042,GO:0016137,GO:0016139,GO:0016192,GO:0016787,GO:0016798,GO:0019318,GO:0019377,GO:0019538,GO:0019953,GO:0022414,GO:0030141,GO:0030203,GO:0030246,GO:0030659,GO:0030667,GO:0031090,GO:0031410,GO:0031974,GO:0031982,GO:0031983,GO:0032940,GO:0034774,GO:0035036,GO:0035578,GO:0036094,GO:0036211,GO:0036230,GO:0042119,GO:0042582,GO:0042742,GO:0042806,GO:0043170,GO:0043202,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043299,GO:0043312,GO:0043412,GO:0043687,GO:0043900,GO:0043903,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044260,GO:0044267,GO:0044281,GO:0044421,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044433,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045055,GO:0045321,GO:0046466,GO:0046903,GO:0048029,GO:0050789,GO:0050896,GO:0051179,GO:0051234,GO:0051704,GO:0051707,GO:0060205,GO:0065007,GO:0070013,GO:0071704,GO:0071944,GO:0097223,GO:0097524,GO:0097708,GO:0098542,GO:0098588,GO:0098589,GO:0098805,GO:0099503,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658,GO:1903509,GO:2000535",3.2.1.51,ko:K01206,"ko00511,map00511",-,-,-,"ko00000,ko00001,ko01000,ko04147",-,GH29,-,"Alpha_L_fucos,Fucosidase_C",17068
Montipora_capitata_HIv3___RNAseq.g34657.t1,95.83044536407104,-2.4032389467092967,0.6161447494142049,-3.900445388837864,9.60158837823799e-5,0.03815155970133567,45351.EDO41091,2.11e-149,436,"COG0652@1|root,KOG0546@2759|Eukaryota,39R3U@33154|Opisthokonta,3BF4K@33208|Metazoa",33208|Metazoa,O,peptidyl-prolyl,PPIL6,"GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0140096,GO:1901564",5.2.1.8,ko:K12739,-,-,-,-,"ko00000,ko01000,ko03110",-,-,-,Pro_isomerase,23118
Montipora_capitata_HIv3___RNAseq.g46103.t2,101.8472848000748,2.4370013424513024,0.6269431525646126,3.887116929951868,1.0144189565943475e-4,0.03862477027153932,7739.XP_002612481.1,2.3699999999999996e-243,677,"COG1104@1|root,KOG1549@2759|Eukaryota,38E7D@33154|Opisthokonta,3BC56@33208|Metazoa,3CWJG@33213|Bilateria,481PR@7711|Chordata",33208|Metazoa,E,cysteine desulfurase activity,NFS1,"GO:0000096,GO:0000959,GO:0000963,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005739,GO:0005759,GO:0005829,GO:0006082,GO:0006139,GO:0006163,GO:0006396,GO:0006399,GO:0006400,GO:0006464,GO:0006520,GO:0006725,GO:0006732,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009144,GO:0009150,GO:0009199,GO:0009205,GO:0009259,GO:0009451,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016226,GO:0016740,GO:0016782,GO:0016783,GO:0018130,GO:0018282,GO:0018283,GO:0019538,GO:0019637,GO:0019693,GO:0019752,GO:0022607,GO:0031071,GO:0031163,GO:0031974,GO:0031981,GO:0032324,GO:0032991,GO:0034227,GO:0034470,GO:0034641,GO:0034660,GO:0036211,GO:0042278,GO:0042802,GO:0042803,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043436,GO:0043545,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044422,GO:0044424,GO:0044428,GO:0044429,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046039,GO:0046128,GO:0046483,GO:0046983,GO:0051186,GO:0051188,GO:0051189,GO:0055086,GO:0065003,GO:0070013,GO:0070525,GO:0070900,GO:0070903,GO:0071704,GO:0071840,GO:0072521,GO:0090304,GO:0090407,GO:0090646,GO:0140053,GO:1900864,GO:1901068,GO:1901135,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1990221",2.8.1.7,ko:K04487,"ko00730,ko01100,ko04122,map00730,map01100,map04122",-,"R07460,R11528,R11529","RC01789,RC02313","ko00000,ko00001,ko01000,ko02048,ko03016,ko03029",-,-,-,Aminotran_5,23712
Montipora_capitata_HIv3___RNAseq.g48280.t1,94.06444857966596,-3.1865848958010643,0.7278122797392267,-4.378306033724534,1.1960532220275118e-5,0.01156031441136591,7739.XP_002587513.1,6.359999999999999e-132,398,"KOG0021@1|root,KOG0021@2759|Eukaryota,38D2F@33154|Opisthokonta,3B9ND@33208|Metazoa,3CU0T@33213|Bilateria,485XX@7711|Chordata",33208|Metazoa,Q,glutathione synthase activity,GSS,"GO:0000166,GO:0000287,GO:0001101,GO:0003674,GO:0003824,GO:0004363,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006518,GO:0006520,GO:0006575,GO:0006749,GO:0006750,GO:0006790,GO:0006807,GO:0006950,GO:0006974,GO:0006979,GO:0007275,GO:0007399,GO:0007568,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009410,GO:0009605,GO:0009636,GO:0009987,GO:0009991,GO:0010033,GO:0010035,GO:0010038,GO:0010243,GO:0016594,GO:0016597,GO:0016874,GO:0016879,GO:0016881,GO:0017076,GO:0019184,GO:0019752,GO:0030554,GO:0031406,GO:0031667,GO:0032501,GO:0032502,GO:0032553,GO:0032555,GO:0032559,GO:0033218,GO:0033554,GO:0034097,GO:0034612,GO:0034641,GO:0035639,GO:0036094,GO:0042165,GO:0042221,GO:0042277,GO:0042398,GO:0042493,GO:0042802,GO:0042803,GO:0043043,GO:0043167,GO:0043168,GO:0043169,GO:0043177,GO:0043200,GO:0043295,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045471,GO:0046677,GO:0046685,GO:0046686,GO:0046872,GO:0046983,GO:0048037,GO:0048731,GO:0048856,GO:0050896,GO:0051186,GO:0051188,GO:0051716,GO:0071704,GO:0071722,GO:0072341,GO:0097159,GO:0097305,GO:0097367,GO:0098754,GO:1900750,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901681,GO:1901698,GO:1901700",6.3.2.3,ko:K21456,"ko00270,ko00480,ko01100,ko04216,map00270,map00480,map01100,map04216",M00118,"R00497,R10994","RC00096,RC00141","ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,GSH_synth_ATP,15384
